symbol	TCGA.D7.A748	TCGA.VQ.A8DU	TCGA.VQ.A8DZ	TCGA.VQ.AA6F	TCGA.VQ.AA6G
GDF15	9.60637696174852	3.90658965955956	7.31606470520235	10.2987720591589	7.06453935912529
ICA1	2.74324371481414	4.74813491749527	4.9444430127191	5.21371541482998	5.72343811029404
ICAM2	5.47608867099793	2.71910485938676	4.18622752437215	3.83852631299123	3.11987644754207
BAG3	7.24132617902847	6.33994377896519	6.83879022175484	7.71779845310966	10.816211032928
GMFG	6.28818586516144	2.80072783643994	3.9558611774889	4.56196709738734	2.24850706962467
IRF8	3.49705305988918	2.17460006107415	1.33822647848944	3.7706504307603	4.68517737760163
ID1	9.02431571862269	10.4162009623468	9.56218193603113	9.69016702273541	7.59656200357199
ID2	6.74370105441506	7.51391217985461	6.27744282443001	4.52494786296844	4.64178216013526
ID4	5.27957099916571	4.35352819503139	2.65318697943217	4.98592307165931	2.52123241613346
POU2AF1	2.1859357880378	4.16732703452196	2.90396026955376	7.59431754395786	3.57099617318867
POU3F2	3.22664134903863	3.26467043753409	3.25884673272926	3.24349769608612	3.22664134903863
NPDC1	6.92790064991037	6.31311996956401	7.11117973071305	6.60255680920189	6.31721130600875
WWTR1	6.61535655780199	5.90930984189542	6.1366588874963	8.60771418045621	6.65497108316962
CHST11	6.60889107630187	4.64378994354441	5.6268966652231	4.71755991374499	3.7720299170212
CLDN4	5.0298454265811	4.34673434141582	7.82624181631433	7.40561992944359	8.00174052665012
CPE	6.57263741179772	4.6744790879594	5.4389336124685	3.66782503493424	3.55027185127783
CLDN7	5.09051464717497	4.06298824514253	5.89180810006801	6.0710433978879	6.46498731760106
NIBAN2	7.4881550105624	6.78508360179246	8.79310424548699	8.10827908338096	9.39565306591002
NECTIN3	4.65573529805705	5.16621693396529	4.52897989472629	6.3916263011527	6.4343339348515
PPARG	5.31363899376159	3.70673218966342	6.52596241100655	4.4150119499032	7.13151746618385
GTF2IRD1	5.62722065453518	6.53022374600089	8.50244878253799	6.10487148728056	7.41750377744649
CDCP1	4.91162497876637	3.49541447413758	5.60383012855308	5.88388641968407	8.43930147415516
IFI16	9.82127221577712	8.36637333513704	6.87796531611449	8.5833286428998	8.05942810540387
IFI27	9.69007703563116	6.79550065683778	7.26048266697774	7.58550487275726	7.41275978523722
MOB3A	6.35118694305221	5.48941899544732	5.52869113926686	6.38648567466563	5.0713159048057
YES1	5.71783992691837	7.07117173944149	6.20270768021542	7.36086379384996	8.75320203979982
PPIC	7.23395260038994	5.1348435512386	7.28994410656092	6.3875631348264	8.12608398550108
IFIT1	8.20812862531713	6.60055405549369	5.83842037323705	9.22273590363832	7.28703864993502
CDC42BPB	4.65640931496326	4.66963977557461	5.99150152101471	6.67635906159769	6.82804821818759
CRIP2	6.71175657699931	5.01444662918192	6.44065887566033	4.72540259114893	5.61653296016002
AKAP12	7.07937946386001	4.76276778369952	4.26754759075619	6.16690546210123	5.78711818522424
FAM83H	4.44412260600979	4.44773415580418	7.78195535140143	6.16653144664363	7.31994266497671
ZNF22	5.5628300441644	7.10408728138457	6.48496837176294	6.07822636583754	5.80888361293679
BCL11B	2.74641055204207	2.73745938253653	2.64729127183884	4.16004621007156	3.10315200012202
SPATS2L	7.7730209490885	6.68362941788999	8.31070971458013	8.64685789279626	10.12178690499
IGFBP2	6.13673070784783	7.81281322546323	7.27245643563135	4.17889145594565	5.52479614789533
RASAL3	3.84799969138518	2.53022946023423	3.05051222425587	5.05338350244296	2.35872948070827
PPP3CC	6.08213605955409	5.3387379808313	5.21708176483355	6.01961311998175	5.61208451808548
IGFBP6	7.82121936662101	6.61604468956757	5.69822382679153	5.25984886806124	3.4054544064377
PPP3CA	8.71942986184311	5.91398022034943	7.12390778404031	6.38481938718675	6.99920681810186
CSK	4.42265751906779	4.627619732828	6.84672496946452	5.26116389073169	5.35027837298877
TMEM98	4.97803314567008	5.3628028837549	5.22413820462225	6.01099573829055	3.24650733827396
ARHGEF10	6.64362483192622	8.62333034614186	6.44585830733322	7.59510686030216	5.50212772696212
RHPN2	5.03078115254038	4.97029292822393	5.43383372734483	7.33313568012917	8.11629989863143
SRGN	8.68754623787663	4.38666990454188	4.87934893432702	5.53108160934951	4.57839470602907
PDP1	5.89513295073202	6.71489323435944	7.71155674287785	6.20921010004046	7.52187088422975
DEF6	3.22579385419482	3.37854601272268	4.04012668368539	4.10905916432159	4.4939562262824
FBXO43	3.6348080004705	4.96442774767326	5.79598918569272	4.08437945038974	3.47118195245914
RAB11FIP5	3.88953972958413	4.75301529280225	5.33048374006329	5.58198601242924	6.07221697346861
PRKCB	4.26515836001548	3.17899247332331	2.68571103777503	5.62076500926812	2.70487211583436
CTBP2	5.22279839539287	7.17466645002585	7.77012763914992	7.97110781389043	8.78331830607351
RAI14	5.23005186663807	5.84539986034438	5.31116483956587	6.01096080280638	5.57563444389379
CCN2	7.41142055679138	4.40103482694042	5.2392073434241	5.56263333672699	6.69321760987582
PRKD1	5.71188892545521	4.72324965459356	3.45569414172025	4.58777437818699	3.16136242550115
TANC1	3.89800438798428	4.94344665079878	4.39253042874627	5.91250999567417	6.39231313326101
SLFN11	4.98648028463887	5.74093995437374	4.08709911333397	6.94922743250289	7.25135302255256
CTNNA1	8.52094077776137	8.03850245072709	8.81704757788247	10.0727877848487	11.8956815270766
CTSB	10.7322748083199	7.57862694472803	9.03493419255168	7.8368437348626	8.79070679824077
CTSL	9.95505146223379	6.57605246850994	7.46943177766372	8.21225121606382	6.87424430743995
CTSV	5.87742226179509	4.60499758660199	5.85283948664967	4.30461697753938	7.91254007725711
CTSS	5.00547361907274	2.38729750766315	3.60006626613872	3.92619606461319	6.3008666616196
CTSZ	8.28094754223487	4.97842730104268	8.11530827743979	5.76369312106454	6.70007641098485
PINK1	6.16289655775944	5.53548218431621	6.17603049499012	5.32187982405376	6.82365876660885
CYBA	11.9964128078708	8.27802946064828	10.820302876788	7.94229328996037	9.00049286211498
SRXN1	5.95245719207175	6.15485916021183	10.2037945818322	9.63630885546483	8.60206656413164
LGMN	9.05522870152515	5.52340483378103	7.06087400181345	7.04427778996688	5.37178210036584
TLCD1	6.05279090013351	5.61989787478693	6.95378630829399	7.11567542075854	4.80017192601524
ACAP1	2.65362461151234	2.77691405661801	2.45793501032672	4.74750950008161	2.015303097843
HTRA1	8.23222052104954	4.84500266197562	4.69286533357874	4.93252388540103	4.35322291907107
INHBB	4.48430282478705	6.9987333354912	4.95502822898607	5.14326213139718	3.13089604256379
RASSF2	3.94741190838653	3.07937247790153	2.96942763807851	3.4366039433477	2.90990844030384
GIMAP2	5.40328522507221	4.3170901370905	3.15126001964379	4.96388086161916	5.22389110265204
SYTL2	4.44065993529646	6.06353748976716	3.52969153416772	5.05927400706531	7.95219832828277
TCIM	4.78836917735649	2.67342497342365	2.55728331111624	3.68456993327594	6.33777388604771
DAB2	7.24883724118647	4.81523252867359	4.97198723133108	4.00740900349491	5.42176908037569
PSMB9	7.23039954914724	8.07438853127776	6.1360474599496	7.08512290247544	6.20799380176225
CD55	9.89575260472616	5.73887181950112	6.18025802894169	10.078476075642	10.5905180370687
ITGA6	5.05617810108141	4.28690538323159	5.55375005941349	7.45048105188646	8.95965751058397
THAP10	5.53200152808774	5.87035246351676	6.86833728307606	5.61264387039696	5.70052952617964
PTPN22	3.95213084324721	3.1086687802153	2.98828266382937	4.2524826550174	2.97660425360184
FJX1	4.84442423738995	4.22934322146992	5.36157520769864	5.83994763217399	4.02449935972507
ARMH1	2.98376629035577	3.92492893267904	2.87503773484454	3.60663569901494	3.43462300825941
TUBB2B	3.97858753439522	5.57796991097947	5.80671237359822	5.13902538670406	3.94789390635995
SERINC2	7.52194972994978	4.09166923195909	7.13696825604283	4.4907879804107	6.65610457550402
ITGA2	5.57611353133017	4.44262145263746	4.52320473547775	8.21306417661356	9.39732674710788
ITGA4	4.02029326417019	3.43013110454308	2.95688094054902	4.32496357484936	3.20658438257403
ITGAL	3.43973171214506	2.47469114121494	2.53273122961311	4.51922169897465	2.27780516619411
SOWAHC	4.59375015546799	6.48374066465062	6.21260549907982	8.20497083203757	8.16007839927242
JAKMIP2	3.02544195166117	6.51114215438185	2.8482844492076	3.09364802449481	2.97658905271142
STAG1	5.68590312514425	6.76914162718734	8.18782496223864	6.22782687931474	6.38123677212502
ITGB2	6.23838661153883	2.20277235518196	2.77886640598313	3.74496925324623	2.74471837614179
ITGB1	8.67131494499114	7.91164953936901	8.41751795740636	7.75633278683707	9.26074794618405
PTGFRN	5.2541227157503	4.68727552064438	4.75545877717182	5.69378646375307	6.35314597497331
ITGB5	7.66261102657961	6.3547856227724	7.16263298764449	7.56672992079956	7.50590210346277
AKR1C2	5.6367307378816	3.05676929340748	5.73626776395399	9.41285208270482	5.00264058176214
AKR1C1	5.33216775275922	5.29947618168888	4.82158417164012	10.7347661351599	5.61322678848179
PXK	4.15334230918976	3.10265995890985	3.09357615369206	4.3596026881119	4.47050030589893
PTK2	5.16171094202074	4.95585944180055	6.42706164888704	4.92046380285916	6.33978819355817
ITPR1	4.57282740540682	4.26724604642921	3.46080270086009	5.51225237645818	4.05555498865882
LAPTM5	7.90076927735509	2.64129868330298	3.15920733368742	4.33568033364584	2.43186673649954
TWF1	6.41466913441422	6.19965032943793	5.88067485430678	7.28810424755062	8.50110699747079
PPP1R26	4.36622691748916	2.71429892735521	6.35405329409498	7.22714617808801	7.08501650645963
TBC1D10C	3.63328221041529	2.71633748436363	2.49899368530742	4.71528307314336	1.83642140925564
PTN	3.05454392858496	5.84985536525906	2.59935657557697	4.52927519552108	3.80460180657184
JUN	5.98590248451506	5.8742242181381	6.25925982980177	6.16389650203434	7.84038130446821
JUP	6.03603502086657	7.22495628297606	7.75709073535261	9.25240907274576	9.03942729018405
PTPN6	4.66199670857123	3.76231004175559	4.48091180693318	5.69857635193569	4.05321846831879
PTPN7	3.78916712611036	2.97782922817865	2.81561880534861	4.20390042535892	2.57771800464511
FAM117A	4.48012163407018	4.27976636017974	4.94441571770898	5.95885259542502	3.46517372336881
DUSP23	8.28840713731946	7.0774739904254	9.1012213274076	5.96628991921446	5.53747097681807
PTPRC	4.93388164113675	3.2868784913502	2.66240820210519	4.78435892287419	2.64362940958475
PXDN	7.80490807986981	7.0044258484893	5.64979130251924	5.51746672635606	6.82677751982841
PTPRF	3.99084832192565	6.60738626932108	6.70517941539401	8.10586783148331	9.01184818774388
PTPRK	5.52890688612169	6.83413661940321	6.85615533372052	7.81575354141699	9.38482359049131
PTPRM	5.88687472805498	5.08472207774271	5.17962386231296	7.34423861924254	6.02886257976204
CXCR4	7.50489998613277	3.5803195399425	4.86689916316453	4.89347351849192	3.69285449410289
NFE2L2	7.50426766227816	7.26641985828241	8.00776634503831	5.81069497263713	7.20391918869773
MEN1	5.08079221490312	2.91138629821508	2.86339170591542	4.78195729204793	2.97883357663984
RABGAP1L	5.05942666650803	6.04630262631179	5.23491592826447	6.20305539816661	6.60537389022293
NECTIN2	6.33726516110901	5.89458472602593	6.70155320561067	8.23498749486478	7.70844136455019
NQO1	8.70339456467751	9.80550642026234	10.0081416990926	10.5398527538305	12.3886542417386
NAV2	3.89815704245909	5.53992784546498	2.80535847013487	5.17853123817916	3.81807456907124
PYGL	10.0466893571282	7.76540145758818	8.78594751538077	6.86131909771579	4.75745063833566
TESC	5.37125525667692	4.20180225684623	7.29074008017142	6.98233096960589	6.60871900657272
ST8SIA4	4.21138791590916	2.84257723861137	3.21407427216074	3.97379974275824	2.94438384475206
HS3ST4	2.81545313755765	2.81545313755765	2.83478105199447	2.81545313755765	2.81545313755765
CORO7	4.68983817334923	2.52247728550753	4.56420788823614	5.01747061461915	4.83001754281587
KLK1	2.28010623524095	4.55862329782082	2.99655407607052	2.29615982362	4.83577573210762
ALDH5A1	4.43125414189333	4.95537539188459	5.88834054394661	5.02384021775331	2.88186540783203
RAB13	9.40428556327948	11.1148698780889	9.18146561645603	9.42247511135719	8.70271907676232
HSPB8	4.62946143615007	3.65735888966708	4.45858982494397	3.56441515204138	3.39367647815124
FERMT3	4.64686436265965	2.56302164598178	2.87581999802626	3.87949402238095	2.02238928969254
MOCOS	4.44673436573525	3.46932850385727	7.23064984487503	7.05486510924743	8.91369162249257
AMIGO2	5.92690684286083	5.18426509397966	7.0269917646317	4.70791435276899	4.13287640734647
FGFBP1	2.94118756085022	3.37405655757041	5.97719912014771	3.64664923511016	7.64552369313187
DOCK2	4.54769104832562	2.74373670517226	2.39554311446979	4.24845592451599	2.54517414727081
RNASEH2B	6.05009653618886	6.83679695384124	8.31072678005731	6.19979224678555	6.28026890939063
RAG1	3.20370875373831	5.96514811169462	4.28212680308697	3.34896142581439	3.05651915395584
KRT7	8.34624250254489	6.61459212271073	7.72034714073798	5.60658105938042	9.42569472531589
KRT8	6.17003124071461	3.89766156100763	9.25475855198947	8.61061475894842	11.2687060016951
WIPI1	6.72679629720825	6.44129657529601	6.58337696254	7.45010925966743	7.4857910708471
RAB25	5.53425313075631	5.17968065641965	6.68925922412547	5.34803727415693	6.05312890225767
KRT15	4.99887886814263	7.13238585500332	6.33836716384259	5.39950798201949	6.50521301701972
ARID3A	4.59006935843545	7.76292374309729	7.637689236852	5.03492697531907	4.42097596271309
RILPL2	6.30608360686461	5.2942610361843	6.27479998288202	6.50341332106407	6.16735874549739
KRT18	6.93039467373852	6.6755220833993	11.756971309215	10.7108416793394	11.9183236188175
TMEM45A	7.40084144807393	6.84703860634291	5.33331064312675	3.9184773143269	4.17948119457253
DSG2	6.41212865578281	4.56562596893567	8.80083181621209	6.44426901822647	10.078897417268
UACA	5.66535294797091	5.66103390957727	5.42118182263362	5.65363212492129	7.17274133755425
KRT19	8.2381636049763	5.89701829849355	9.97725131324148	9.80620367542819	12.7282655203792
DSPP	3.36807056869722	3.82807976059877	7.17949099874286	6.29304172054121	8.67090746692224
BEND5	4.01925091533336	4.05891950071878	3.35986167446328	3.7650128611989	2.82235540957257
KRT81	4.44771667971552	5.93491092532875	6.22992227969566	4.32379721757192	4.67773246237733
ARHGEF5	2.78599502982436	4.05864755261588	5.56637392786581	4.62265624001053	6.03580561087303
TMEM51	7.68882026420076	7.7702790799911	6.72199077317148	7.18087753240924	6.81509054053135
DUSP2	2.34981434642212	4.264606290635	2.07567384192848	3.99084861253745	7.40250292376535
DUSP4	6.6355199195519	4.75806949774155	8.4759957915266	7.02487524829141	9.51699145789737
TUSC3	6.12597929174214	5.5994982853432	9.18115096670971	4.88687292769042	4.37898314078095
TOM1L1	5.03295151606055	5.71190084413035	5.4235240435095	7.59881881710468	8.17253156637309
CHAT	3.97863974705447	2.89878283395438	3.99008302923792	4.35765721282185	3.05612583223105
AP1M2	3.24476769456627	4.35601677074673	5.43957126826527	4.52716312326515	6.58554351741353
LAMA3	5.95098429632601	2.26338018014198	5.87568467347588	6.87105044321292	8.18682540264335
LAMB1	4.57029298795839	4.03936898410376	4.25314905468076	5.03901183258425	4.98069487525833
LAMB2	5.09747786614913	4.31739738682324	5.40143087061815	5.76173580613486	6.37934534399614
LAMC1	6.94762210887312	7.75135712542211	9.00846199990244	7.77753404528289	7.3756444723123
E2F2	2.39648528307202	5.10407896214636	4.19822517469305	4.24139112451174	4.22835329237852
LAMC2	5.53080618463081	2.59998089656156	5.13018903870788	6.02490064072903	7.27039209144853
ATP9A	3.41324151091699	4.19823377939696	4.07377731724379	4.98453627262586	5.2664841110032
LPL	6.91638137201558	5.18086104800507	6.69235012010865	6.32580978686959	3.31287782955398
IGFLR1	5.12849802671493	3.58607401796856	3.77500523638539	4.5177973005402	2.56437428135811
NUPR1	10.1544234979446	6.3401308662457	5.62499208068652	4.06847474270753	2.62909434106634
EDN1	4.4591093627741	1.0217869004268	4.45983330327254	6.52306713216309	3.7896896171628
RGS16	4.63681723161897	2.51983173089953	4.16020479338362	3.39695841574394	3.09044735777136
LGALS3	9.63242186154832	7.34885964458426	10.690907316013	9.72811590039652	11.7224684228006
LGALS3BP	9.17414326816679	5.98017566859403	7.82009927506268	9.60845330556356	8.22757525418635
FOSL1	4.27795891699325	2.50730456840562	5.81910144395922	4.68628254534926	6.49214666991159
CLIP4	5.36232153447884	5.0995348359099	5.08163062540078	5.84870854349344	4.09775320401359
PLEK2	4.40056060888557	4.41578953295536	6.41860611531617	5.3352115481953	5.45079157546457
MYOF	8.20968731533709	5.40530968958357	6.0515875865369	10.5314594517991	11.191666075972
NTN4	5.74279438265921	3.56370336994685	5.09782669607351	6.65463481832321	5.67720253568358
EFNA1	4.18121431300058	5.97350753574113	7.31924890753973	3.88919694003184	6.42590595346998
RAB34	7.01152368369351	8.59599454798806	9.31696041531541	9.34687113101237	7.08962816067623
LMNA	5.85340122537808	6.52040814425717	8.28816576485074	6.93694309978074	9.28032054211053
MICALL2	4.58069726151007	5.1538195535307	7.45438806180602	6.29335614082174	8.65580576563616
FRMD6	6.12999291320354	5.05323979824824	3.78368072927597	4.75824997532739	3.94520307073664
LMO2	4.48132245038846	3.58385296154687	4.77939282501239	5.25020520058169	3.58135162655652
EGR1	6.42056492303857	5.38825218161329	5.15357693987757	7.72549739420223	7.7272392199362
AASS	3.7498358412469	4.3961047422227	3.5416181879725	3.93125561444575	5.0949188302698
LOX	6.70533232615805	5.60539637762665	4.31875973341626	2.72333611791898	2.80196675284708
FARP1	4.97796339637077	5.2236724686026	6.91675311434514	5.44235194371524	6.48124609327491
EPHA2	4.34087426638005	2.84838658770366	6.05427739064415	6.20009567750408	7.81779657092522
LOXL1	8.26443256330702	6.25834157653415	4.06653216203273	5.78747565969308	3.46403529339849
KRTCAP3	3.39180088678778	3.44359279951747	5.64107330639309	3.80698681510022	4.32943171430984
PNMA8A	4.65786592377311	7.41473870289261	2.89348120660047	3.1691329349085	2.69490148999314
IRAG2	4.26405519955677	2.36402141257585	2.74912338104759	5.96381764423064	2.4583951169228
SERPINB1	8.23509793954649	4.89702022618989	7.64332920077739	8.28758691632559	9.28062473655399
PLEKHA1	5.66581240281946	7.82474979294301	5.85954695730495	7.58507814817316	8.4055075728266
ELF1	5.2995977254673	5.94137843162917	6.78987345321311	6.20150144620696	7.07312318892345
ELF3	3.95251257536812	5.08534545304882	5.2940478554523	5.17866487875346	7.29724867987481
LTBR	5.64061884626139	4.99294856056241	6.10279077771015	6.30109259561485	7.02814532611317
EMP1	5.75148455138877	3.76704149997229	4.88166280335437	4.83699613736633	7.48756922954244
LUM	7.52607490298164	4.45361205628834	3.77273141903796	2.54783336496135	2.61757880776458
EMP2	4.40913837997109	3.0735199492908	3.36202020969769	3.90023309381651	5.78178899536787
HYI	5.11185714875884	6.27578345131041	4.3862244934485	4.49163702202988	4.386896806168
LY75	4.12602202250875	4.72771516187315	5.03338152115646	4.4719363392732	7.28819411275363
LYL1	5.70673298176692	3.69769125723536	4.77762160879085	4.98277528100939	2.78864708233983
CTTN	4.71245111803486	6.45733002096275	7.51708608775899	6.86583389088842	8.03084851630333
LYN	7.35801413699383	4.92099943007514	5.69478855028247	6.2700115210076	8.40093245470971
TACSTD2	7.92485096422318	5.1930493005816	6.53092733315784	5.55939685752727	8.45424782895626
TM4SF1	8.97781032379794	6.5716952937075	7.602948155377	11.1068844195023	10.3164767407263
EPCAM	4.74521636587629	4.74524874527005	7.63035898018964	6.70142784423531	9.46335416503128
PLEKHO1	6.3738084589334	5.16980139289506	4.92815467278849	5.56526098375745	4.53494837055392
LEF1	5.4127218501162	5.29928057088484	2.73864892430175	3.6830165158892	3.4881315483208
CTDSPL	4.66659324158507	6.82847693283314	5.58779735893316	6.20466308632757	6.15820914189475
MARCKS	8.38171222429821	7.113683558899	7.29106555147151	6.61661436676276	8.17393652785076
PHLDB2	5.2974401528668	4.91938424282276	4.36025178115455	5.45982980885424	5.3805728874548
